"FCT record ID","FCT","Food ID","Locale","Food code","English name","Local name","Sub-group code","Alternative Name","Tags","Water","Total nitrogen","Nitrogen conversion factor","Protein","Fat","Carbohydrate","Energy (kcal)","Energy (kJ)","Alcohol","Englyst fibre","Starch","Total sugars","AOAC","Non-milk extrinsic sugars","Intrinsic and milk sugars","Glucose","Fructose","Maltose","Lactose","Sucrose","Other sugars (UK)","FS Table sugar","FS Other Added Sugar","FS Honey","FS Fruit Juice","FS Dried Fruit","FS Fruit Puree","FS Stewed Fruit","FS Vegetable Puree","Satd FA","Cis-Mon FA","Cis-n3 FA","Cis-n6 FA","Trans FA","Cholesterol","Retinol","Total carotene","Alpha-carotene","Beta-carotene","Beta cryptoxanthin","Vitamin A","Vitamin D","Thiamin","Riboflavin","Niacin","Tryptophan/60","Niacin equivalent","Vitamin C","Vitamin E","Vitamin B6","Vitamin B12","Folate","Pantothenic acid","Biotin","Sodium","Potassium","Calcium","Magnesium","Phosphorus","Iron","Haem iron","Non-haem iron","Copper","Zinc","Chloride","Iodine","Manganese","Selenium","Total FS","Fruit","Dried fruit","Fruit juice","Smoothie fruit","Tomatoes","Tomato puree","Brassicaceae","Yellow Red Green","Beans","Nuts","Other Vegetables","Beef","Lamb","Pork","Processed Red Meat","Other Red Meat","Burgers","Sausages","Offal","Poultry","Processed Poultry","Game Birds","White Fish","Oily Fish","Canned Tuna","Shellfish","Cottage Cheese","Cheddar Cheese","Other Cheese","Vitamin A, retinol activity equivalents"
"7081","UK_NDB_3","116208","UK_current","26QUESVN","Vegan quesadillas","Vegan quesadillas","37M","","","67.2","0.6","6.78","3.7","4","23.1","137","579","0","1.8","18.7","4.2","2.5","0.5","3.6","1.1","1.4","0.8","0","0.8","0","0.5","0","0","0","0","0","0","0","0.89","1.96","0.08","0.4","0.02","0","0","353","3","344","15","59","0","0.14","0.03","0.8","0.8","1.6","29.3","0.6","0.1","0","22","0.3","1","309","202","67","18","94","1.3","0","1.3","0.07","0.4","593","3","0.28","1","0.5","0","0","0","0","8.49","0","0","13.89","0","0","51.41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"8055","UK_NDB_3","116244","UK_current","26QVFLF","Quorn vegan fishless fingers","Quorn vegan fishless fingers","37K","","","54.8","1.8","6.25","11.3","10.8","18.8","213","892","0","3.1","17.2","1.5","4.7","0","1.5","0.2","0.3","0.6","0.4","0.1","0","0","0","0","0","0","0","0","0","1.73","4.36","0.53","3.72","0.06","6","4","1","0","1","0","4","0.04","0.15","0.28","0.6","2.4","3","0.2","2.3","0","0.1","17","0.2","4","541","131","49","25","160","0.7","0","0.7","0.11","4.2","850","7","1.34","4","0","0","0","0","0","0","0","0","0.02","0","0","0.72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11636","UK_NDB_3","119055","UK_current","26QWRWH","Quorn chicken/ham wrap, white","Quorn chicken/ham wrap, white","37K","","","48.7","1.4","6.06","8.7","12.5","26.3","245","1030","0","2.1","24.5","1.8","3.3","0.2","1.6","0.8","0.2","0.3","0.2","0.3","0","0.9","0","0","0","0","0","0","0","1.78","6.02","0.72","3.29","0.09","7","8","7","0","7","0","9","0.02","0.17","0.18","1","1.8","2.8","0.2","2.8","0.1","0.1","32","0.2","3","404","124","71","24","130","1.2","0","1.2","0.1","2.2","676","11","0.8","5","0.9","0","0","0","0","0","0","0","0.01","0","0","10.94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11636","UK_NDB_3","119056","UK_current","26QWRWM","Quorn chicken/ham wrap, wholemeal","Quorn chicken/ham wrap, wholemeal","37K","","","48.7","1.4","6.06","8.7","12.5","26.3","245","1030","0","2.1","24.5","1.8","3.3","0.2","1.6","0.8","0.2","0.3","0.2","0.3","0","0.9","0","0","0","0","0","0","0","1.78","6.02","0.72","3.29","0.09","7","8","7","0","7","0","9","0.02","0.17","0.18","1","1.8","2.8","0.2","2.8","0.1","0.1","32","0.2","3","404","124","71","24","130","1.2","0","1.2","0.1","2.2","676","11","0.8","5","0.9","0","0","0","0","0","0","0","0.01","0","0","10.94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"5127","UK_NDB_3","119149","UK_current","26RCHSW","Roast chicken (skin not eaten) - sandwich filling","Roast chicken (skin not eaten)","27B","","","66.6","5.1","6.25","32","2.2","0","148","626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.59","0.86","0.07","0.29","0.02","94","0","0","0","0","0","0","0.3","0.14","0.13","15.8","6.2","22","0","0.2","0.6","0","6","1.7","2","55","460","6","36","310","0.4","0.2","0.2","0.04","0.8","67","7","0.01","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0",""
"2258","UK_NDB_3","116169","UK_current","26RSMC","Ritter Sport Marzipan chocolate bar","Ritter Sport Marzipan chocolate bar","44R","","","1.9","1.8","6.25","11.3","35.4","51","554","2312","0","3.7","7.6","43.4","4.7","34.5","8.9","0.3","0.3","0","8.3","34.4","0","34.5","0","0","0","0","0","0","0","15.36","17.37","0.06","1.28","0.25","24","62","40","0","40","0","68","0.07","0.16","0.42","0.6","1.9","2.5","3.9","4.6","0.2","0.5","27","0.9","15","107","740","267","161","375","3.7","0","3.7","0.23","1","185","28","0.77","2","34.5","0","0","0","0","0","0","0","0","0","15.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11486","UK_NDB_3","119066","UK_current","26RVWRWH","Roasted vegetable wrap, white","Roasted vegetable wrap, white","62R","","","46.7","1.1","5.92","6.6","7.3","40.2","243","1026","0","2.7","33.9","6.3","3.9","3.5","2.8","1.6","1.7","1.2","0","1.6","0","3","0","0","0","0","0.4","0","0","1.36","2.86","0.23","1.76","0.04","0","0","1106","421","896","0","184","0","0.19","0.04","1.1","1.3","2.3","3.4","0.8","0.1","0","41","0.3","1","383","199","101","28","142","1.6","0","1.6","0.14","0.7","685","3","0.49","2","3.4","2.64","0","0.24","0","0","0","0","15.25","16.91","0","3.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11486","UK_NDB_3","119067","UK_current","26RVWRWM","Roasted vegetable wrap, wholemeal","Roasted vegetable wrap, wholemeal","62R","","","46.7","1.1","5.92","6.6","7.3","40.2","243","1026","0","2.7","33.9","6.3","3.9","3.5","2.8","1.6","1.7","1.2","0","1.6","0","3","0","0","0","0","0.4","0","0","1.36","2.86","0.23","1.76","0.04","0","0","1106","421","896","0","184","0","0.19","0.04","1.1","1.3","2.3","3.4","0.8","0.1","0","41","0.3","1","383","199","101","28","142","1.6","0","1.6","0.14","0.7","685","3","0.49","2","3.4","2.64","0","0.24","0","0","0","0","15.25","16.91","0","3.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2165","UK_NDB_3","118975","UK_current","26SBSS","Seed butter, sweet / sweet and salty (e.g. Sunfly)","Seed butter, sweet / sweet and salty (e.g. Sunfly)","56R","","","3.1","3.5","5.3","18.5","58.9","0.9","607","2508","0","8","0.5","0.4","9.4","0","0.4","0.1","0.1","0","0","0.2","0","0","0","0","0","0","0","0","0","8.25","22.22","0.45","25.34","0","0","0","6","0","6","0","1","0","0.94","0.17","5.1","4.1","9.2","0","2.6","0.8","0","99","2.2","11","20","580","680","380","730","10.6","0","10.6","1.48","5.4","10","20","1.5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2165","UK_NDB_3","119148","UK_current","26SBSSW","Seed butter, sweet / sweet and salty (e.g. Sunfly) - sandwich filling","Seed butter, sweet / sweet and salty (e.g. Sunfly)","56R","","","3.1","3.5","5.3","18.5","58.9","0.9","607","2508","0","8","0.5","0.4","9.4","0","0.4","0.1","0.1","0","0","0.2","0","0","0","0","0","0","0","0","0","8.25","22.22","0.45","25.34","0","0","0","6","0","6","0","1","0","0.94","0.17","5.1","4.1","9.2","0","2.6","0.8","0","99","2.2","11","20","580","680","380","730","10.6","0","10.6","1.48","5.4","10","20","1.5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2441","UK_NDB_3","119124","UK_current","26SCMSW","Salad cream - sandwich filling","Salad cream","50R","","","47.2","0.2","6.25","1","24.7","20.8","304","1263","0","0.2","4.4","16.4","0.5","16.4","0","1.9","1.9","0","0","12.7","0","16.2","0","0","0","0","0","0","0","2.3","5.17","0.24","15.95","0","43","9","17","0","17","0","12","0.19","0.02","0.07","0","0.3","0.3","0","13.6","0","0.5","3","0.5","5","720","40","18","9","48","0.5","0","0.5","0.02","0.3","1120","11","0.1","1","16.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11449","UK_NDB_3","119059","UK_current","26SCWRWH","Tuna, sweetcorn & mayo wrap, wholemeal","Tuna, sweetcorn & mayo wrap, wholemeal","62R","","","51.4","1.5","5.98","9.2","8.4","30.6","227","955","0","1.5","28","2.6","2","0.3","2.3","0.1","0.3","1.1","0","0.9","0","0.3","0","0","0","0","0","0","0","1.39","4.18","0.52","1.27","0.03","13","9","13","1","12","2","11","0.22","0.18","0.05","2.9","2.2","5.1","2.5","1.9","0.1","0.7","24","0.3","1","305","146","79","17","148","1.2","0.1","1","0.07","0.5","643","7","0.27","15","0.3","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0",""
"11448","UK_NDB_3","119058","UK_current","26SCWRWM","Spicy/sweet chilli chicken wrap, wholemeal","Spicy/sweet chilli chicken wrap, wholemeal","62R","","","52.3","1.7","5.99","10","4.2","31.6","197","833","0","1.7","27","4.6","2.2","2.1","2.5","0.5","0.8","1.1","0","2.1","0","1","0.2","0","0","0","0","0","1.4","1.07","1.65","0.18","0.5","0.04","17","0","530","1","519","20","88","0.06","0.21","0.06","3.8","2.1","5.9","18.3","0.9","0.2","0","31","0.6","1","391","282","95","26","170","1.4","0","1.4","0.09","0.6","732","5","0.34","4","2.6","0","0","0","0","3","4","0","13.74","0","0","5.09","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0",""
"7061","UK_NDB_3","119140","UK_current","26SDSSW","Side salad (e.g. including lettuce, tomato, cucumber), no dressing - sandwich filling","Side salad (e.g. including lettuce, tomato, cucumber), no dressing","36B","","","95.5","0.2","6.25","1.1","0.3","1.8","13","57","0","1.1","0","1.8","1.2","0","1.8","0.8","1","0","0","0","0","0","0","0","0","0","0","0","0","0.07","0.02","0.05","0.08","0","0","0","142","0","139","7","24","0","0.09","0.04","0.4","0.1","0.6","5.4","0.5","0","0","42","0.2","1","7","214","20","9","23","0.2","0","0.2","0.03","0.2","78","2","0.12","0","0","0","0","0","0","22.42","0","0","0","0","0","77.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1686","UK_NDB_3","116174","UK_current","26SEIT","Seitan, Tofoo Co.","Seitan, Tofoo Co.","37K","","","85","1.4","5.7","8.1","4.2","0.7","73","304","0","0.2","0.3","0.3","1.9","0","0.4","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0.59","1.02","0.02","2.35","0","0","0","2","0","2","0","0","0","0.06","0.02","0.1","1.3","1.4","0","1","0.1","0","15","0.1","25","4","63","510","23","95","1.2","0","1.2","0.2","0.7","16","2","0.4","4","0","0","0","0","0","0","0","0","0","16.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"274","UK_NDB_3","116253","UK_current","26SFB","Diabetic / sugar free biscuits (e.g. digestives, cookies, shortbread)","Diabetic / sugar free biscuits (e.g. digestives, cookies, shortbread)","7A","","","4.5","1.8","5.7","10.1","7.7","82.4","419","1776","0","3.1","80.3","2.1","4.2","0","2.1","0","0","2.1","0","0","0","0","1.4","0","0","0","0","0","0","3.23","1.68","0.11","2.15","0.18","0","0","0","0","0","0","0","0","0.11","0.03","1.2","2.2","3.4","0","1.3","0.1","0","22","0.3","2","460","140","110","19","87","1.8","0","1.8","0.08","0.7","670","13","0.6","4","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11446","UK_NDB_3","119093","UK_current","26SFCSWM","Southern fried chicken sub roll/baguette, wholemeal","Southern fried chicken sub roll/baguette, wholemeal","62R","","","54.8","1.9","6.12","11.5","7.3","24.1","202","853","0","1.8","21.8","2.4","2.1","1","1.4","0.3","0.3","0.7","0","1","0","1.8","0","0","0","0","0","0","0","1.01","2.97","0.72","2.24","0.03","22","0","37","0","36","2","6","0.08","0.19","0.07","4.5","2.4","6.9","1.5","2.1","0.2","0","21","0.7","4","268","238","75","32","153","1.2","0","1.2","0.15","0.8","474","8","0.33","7","1.8","0","0","0","0","6","0","0","0","0","0","10","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0",""
"9086","UK_NDB_3","116248","UK_current","26SHAK","Shakshuka","Shakshuka","16D","","","98.1","0.1","6.25","0.4","1","0.3","12","49","0","0.1","0","0.2","0.1","0","0.2","0.1","0.1","0","0","0.1","0","0","0","0","0","0","0","0","0","0.12","0.52","0.05","0.22","0","10","4","8","0","8","1","5","0.09","0","0.01","0","0.1","0.1","0.2","0.2","0","0.1","1","0","1","17","13","3","1","7","0.1","0","0.1","0.01","0","27","2","0.01","1","0","0","0","0","0","1.13","0","0","0","0","0","4.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"8105","UK_NDB_3","119150","UK_current","26SIMCK","Simnel cake","Simnel cake","8D","","","21.8","0.8","5.7","4.3","13.2","61.5","367","1546","0","1.5","22.8","38.7","2","27.4","11.3","10.2","11.6","3.1","0","13.7","0","8.3","11.1","0","0.1","17.5","0","0.6","0","3.65","5.85","0.56","1.84","0.13","47","39","0","0","0","0","39","0","0.09","0.06","1.3","0.8","2.1","0","1.5","0.1","0.1","8","0.6","5","120","385","82","20","113","1.7","0","1.7","0.21","0.4","125","11","0.34","4","19.5","0","30.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1976","UK_NDB_3","116257","UK_current","26SMAVO","Smashed avocado","Smashed avocado","40R","","","72.5","0.3","6.25","1.9","19.5","1.9","190","784","0","3.4","0","0.4","3.1","0","1.9","0.3","0.1","0","0","0.1","0","0","0","0","0","0","0","0","0","4.11","12.11","0.03","2.12","0","0","0","16","4","14","0","3","0","0.1","0.18","1.1","0.3","1.4","6","3.2","0.4","0","11","1.1","4","6","450","11","25","39","0.4","0","0.4","0.19","0.4","6","2","0.2","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2440","UK_NDB_3","119125","UK_current","26SPCSW","Sweet pickle/chutney (e.g. Branston) - sandwich filling","Sweet pickle/chutney (e.g. Branston)","50R","","","58.9","0.1","6.25","0.6","0.1","28.6","111","472","0","1.2","3.5","25.1","1.8","21.9","3.2","8.4","8.9","0","0","7.9","0","21.6","0","0","0.1","0.4","0.2","0","0.3","0","0.03","0","0.06","0","0","0","250","75","213","0","42","0","0.03","0.01","0.1","0.1","0.2","0","0.5","0","0","0","0.1","0","1400","110","19","10","11","2","0","2","0.1","1.4","2137","11","0.1","1","22.2","0","0","0","0","0","0","13.7","9.5","0","0","9.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"6913","UK_NDB_3","119030","UK_current","26SPVC","Sausage, potato and vegetable casserole/stew","Sausage, potato and vegetable casserole/stew","30B","","","74.4","1.2","6.25","7.6","9.6","7.4","144","600","0","0.9","5.2","2","1.3","0","2.1","0.7","0.4","0.4","0","0.5","0","0.3","0.2","0","0","0","0","0","0.2","3.28","4.16","0.17","1.4","0.08","26","0","1014","259","882","6","169","0.48","0.03","0.09","1.9","1.2","3.1","3.8","0.8","0.1","0.5","7","0.6","4","369","171","66","12","122","0.9","0.3","0.6","0.11","0.9","583","6","0.16","4","0.7","0","0","0","0","10.89","0","0","8.74","0","0","20.24","0","0","0","0","0","0","49.07","0","0","0","0","0","0","0","0","0","0","0",""
"11486","UK_NDB_3","119057","UK_current","26SPWRWM","Spicy bean wrap, wholemeal","Spicy bean wrap, wholemeal","62R","","","46.7","1.1","5.92","6.6","7.3","40.2","243","1026","0","2.7","33.9","6.3","3.9","3.5","2.8","1.6","1.7","1.2","0","1.6","0","3","0","0","0","0","0.4","0","0","1.36","2.86","0.23","1.76","0.04","0","0","1106","421","896","0","184","0","0.19","0.04","1.1","1.3","2.3","3.4","0.8","0.1","0","41","0.3","1","383","199","101","28","142","1.6","0","1.6","0.14","0.7","685","3","0.49","2","3.4","2.64","0","0.24","0","0","0","0","15.25","16.91","0","3.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"6910","UK_NDB_3","116245","UK_current","26SSQ","Sweet and sour Quorn / plant based","Sweet and sour Quorn / plant based","37K","","","82.7","0.8","6.79","5.1","4.2","3.4","70","293","0","2.2","1.1","2.1","3.1","0.5","1.8","1","0.7","0","0","0.3","0","0.4","0","0","0.1","0","0","0","0","0.65","0.87","0.15","2.25","0.04","0","0","251","1","234","33","42","0","0.06","0.16","0.7","1","1.6","26.3","2.1","0.1","0","31","0.3","3","429","145","22","19","88","0.6","0","0.6","0.07","1.9","708","3","0.66","1","0.5","0","0","0","0","0","0","11.62","16.03","0.81","0","35.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2459","UK_NDB_3","119129","UK_current","26STFSW","Stuffing - sandwich filling","Stuffing","50R","","","71.8","0.5","6.25","3","1.6","20.2","101","431","0","1.4","18.8","1.3","2.5","0","1.3","0.2","0.5","0","0","0.6","0","0","0","0","0","0","0","0","0.9","0.72","0.01","0.32","0.09","0.27","2","0","0","0","0","0","0","0","0.43","0.27","0.7","0.5","1.3","0","0","0.2","0","39","0.9","8","438","72","324","12","39","1.6","0","1.6","0.05","0.2","846","33","0.3","2","0.9","0","0.67","0","0","0","0","0","0.17","0","0","2.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10795","UK_NDB_3","119141","UK_current","26SWCSW","Sweetcorn / sweet corn, canned - sandwich filling","Sweetcorn / sweet corn, canned","37M","Sweet corn, canned","","78.7","0.4","6.25","2.6","1.7","13.7","77","326","0","2.5","6.2","7.5","3.1","0","7.5","0.3","0.1","0","0","7.1","0","0","0","0","0","0","0","0","0","0.23","0.44","0.01","0.69","0","0","0","41","13","23","22","7","0","0.26","0.06","1.9","0.4","2.3","23.8","0.6","0.1","0","45","0.1","1","1","158","3","16","52","0.3","0","0.3","0.04","0.4","84","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11489","UK_NDB_3","119094","UK_current","26TCSWM","Tuna and cucumber sub roll/baguette, wholemeal","Tuna and cucumber sub roll/baguette, wholemeal","62R","","","48.8","1.8","5.93","10.8","9.8","29.4","242","1017","0","1.2","27.2","2.2","1.6","0.2","2","0.2","0.3","1.6","0","0.2","0","2","0","0","0","0","0","0","0","1.23","5.27","0.73","2","0.04","16","13","8","0","8","0","15","0.23","0.13","0.08","3.7","2.6","6.3","0.2","2.4","0.1","0.7","19","0.3","1","299","150","111","20","96","1.3","0.1","1.2","0.09","0.7","613","6","0.3","18","2","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0",""
"9101","UK_NDB_3","119127","UK_current","26TKSSW","Tomato ketchup, reduced salt and sugar - sandwich filling","Tomato ketchup, reduced salt and sugar","50R","","","76.2","0.3","6.25","1.8","0","13.5","58","247","0","1","1.1","12.4","1.2","11.1","1.3","2.7","3","0","0","6.7","0","9.1","0","0","0","0","0","0","2.9","0","0","0","0","0","0","0","230","0","224","13","38","0","1","0.09","2.1","0.2","2.3","2","1","0","0","1","0.2","1","360","590","25","19","43","1.2","0","1.2","0.4","0.1","556","2","0.1","0","12","0","0","0","0","0","18.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11103","UK_NDB_3","119142","UK_current","26TMFSW","Tomato, fresh - sandwich filling","Tomato, fresh","36C","","","94.6","0.1","6.25","0.5","0.1","3","14","61","0","1","0","3","1","0","3","1.4","1.6","0","0","0","0","0","0","0","0","0","0","0","0","0.03","0.03","0","0.07","0","0","0","349","0","333","31","58","0","0.04","0.01","0.6","0.1","0.7","22.3","0.5","0.1","0","23","0.3","1","2","223","8","8","22","0.2","0","0.2","0.03","0.1","84","2","0.12","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2448","UK_NDB_3","119126","UK_current","26TMKSW","Tomato ketchup - sandwich filling","Tomato ketchup","50R","","","64.8","0.3","6.25","2.1","0","26.6","108","461","0","0.9","3.4","23.2","1.2","19.5","3.6","5.1","5.6","0","0","12.6","0","19.3","0","0","0.2","0","0","0","3.8","0","0","0","0","0","0","0","473","0","460","27","79","0","1","0.09","2.1","0.2","2.3","2","1","0","0","1","0.2","1","720","350","25","19","43","1.2","0","1.2","0.05","0.1","799","2","0.1","0","23.3","0","0","0","0","0","26.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1943","UK_NDB_3","116234","UK_current","26TORI","Ridge gourd/courgette curry (Tori ki subji)","Ridge gourd/courgette curry (Tori ki subji)","37M","","","81.6","0.3","7.81","1.9","6.2","6.9","89","373","0","1.9","2.9","3.7","2.4","0","3.9","1","1","0","0","1.6","0","0","0","0","0","0","0","0","0.5","0.48","3.33","0.46","1.58","0","0","0","1507","344","1327","14","251","0","0.16","0.03","0.8","0.4","1.1","13.1","1.7","0.1","0","21","0.2","1","256","226","24","16","37","1.1","0","1.1","0.07","0.3","439","1","0.18","1","0.5","0","0","0","0","20.3","1.24","12.73","11.6","0","0","27.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11454","UK_NDB_3","119073","UK_current","26TPAN","Tuna panini","Tuna panini","62R","","","51.1","2","5.97","12.3","6.2","27.4","208","876","0","1.8","25.1","2.3","2","0.5","1.8","0.1","0.3","1.6","0","0.3","0","1.1","0","0","0","0","0","0","0","0.82","3.37","0.49","1.21","0.01","17","7","10","0","10","0","9","0.34","0.13","0.08","4.2","3","7.1","0","1.6","0.2","1","31","0.5","2","404","156","108","25","116","1.5","0.2","1.3","0.12","0.8","635","13","0.36","23","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0",""
"11454","UK_NDB_3","119079","UK_current","26TTWH","Tuna toastie with white/malted bread","Tuna toastie with white/malted bread","62R","","","51.1","2","5.97","12.3","6.2","27.4","208","876","0","1.8","25.1","2.3","2","0.5","1.8","0.1","0.3","1.6","0","0.3","0","1.1","0","0","0","0","0","0","0","0.82","3.37","0.49","1.21","0.01","17","7","10","0","10","0","9","0.34","0.13","0.08","4.2","3","7.1","0","1.6","0.2","1","31","0.5","2","404","156","108","25","116","1.5","0.2","1.3","0.12","0.8","635","13","0.36","23","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0",""
"11427","UK_NDB_3","119080","UK_current","26TTWM","Tuna toastie with wholemeal/oatmeal bread","Tuna toastie with wholemeal/oatmeal bread","62R","","","52","2","6.04","12.2","6.6","25.1","202","853","0","2.5","23","2.2","3.4","0.5","1.6","0.6","0.3","0.8","0","0.4","0","1.7","0","0","0","0","0","0","0","0.93","3.47","0.5","1.33","0.03","17","7","10","0","10","0","9","0.34","0.15","0.08","4.7","3","7.7","0","1.7","0.2","1","36","0.4","5","404","187","54","41","156","1.9","0.2","1.7","0.13","1.1","651","11","0.85","23","1.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0",""
"3960","UK_NDB_3","119111","UK_current","26TWCSW","Tuna, in spring water, canned - sandwich filling","Tuna, in spring water, canned","34H","","","74.3","4","6.25","24.9","1","0","109","460","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.17","0.32","0.08","0","47","26","0","0","0","0","26","1.1","0","0.11","10.3","6.2","16.5","0","0.4","0.3","3.4","3","0.2","3","300","230","10","27","171","1.5","0.6","0.9","0.07","0.9","502","12","0.01","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0",""
"11449","UK_NDB_3","119060","UK_current","26TWRWH","Tuna wrap, white","Tuna wrap, white","62R","","","51.4","1.5","5.98","9.2","8.4","30.6","227","955","0","1.5","28","2.6","2","0.3","2.3","0.1","0.3","1.1","0","0.9","0","0.3","0","0","0","0","0","0","0","1.39","4.18","0.52","1.27","0.03","13","9","13","1","12","2","11","0.22","0.18","0.05","2.9","2.2","5.1","2.5","1.9","0.1","0.7","24","0.3","1","305","146","79","17","148","1.2","0.1","1","0.07","0.5","643","7","0.27","15","0.3","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0",""
"11449","UK_NDB_3","119061","UK_current","26TWRWM","Tuna wrap, wholemeal","Tuna wrap, wholemeal","62R","","","51.4","1.5","5.98","9.2","8.4","30.6","227","955","0","1.5","28","2.6","2","0.3","2.3","0.1","0.3","1.1","0","0.9","0","0.3","0","0","0","0","0","0","0","1.39","4.18","0.52","1.27","0.03","13","9","13","1","12","2","11","0.22","0.18","0.05","2.9","2.2","5.1","2.5","1.9","0.1","0.7","24","0.3","1","305","146","79","17","148","1.2","0.1","1","0.07","0.5","643","7","0.27","15","0.3","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0",""
"11486","UK_NDB_3","118934","UK_current","26VBLTSANWM","Vegan BLT sandwich with white/malted bread","Vegan BLT sandwich with white/malted bread","62R","","","46.7","1.1","5.92","6.6","7.3","40.2","243","1026","0","2.7","33.9","6.3","3.9","3.5","2.8","1.6","1.7","1.2","0","1.6","0","3","0","0","0","0","0.4","0","0","1.36","2.86","0.23","1.76","0.04","0","0","1106","421","896","0","184","0","0.19","0.04","1.1","1.3","2.3","3.4","0.8","0.1","0","41","0.3","1","383","199","101","28","142","1.6","0","1.6","0.14","0.7","685","3","0.49","2","3.4","2.64","0","0.24","0","0","0","0","15.25","16.91","0","3.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11486","UK_NDB_3","118935","UK_current","26VBLTSANWO","Vegan BLT sandwich with wholemeal/oatmeal bread","Vegan BLT sandwich with wholemeal/oatmeal bread","62R","","","46.7","1.1","5.92","6.6","7.3","40.2","243","1026","0","2.7","33.9","6.3","3.9","3.5","2.8","1.6","1.7","1.2","0","1.6","0","3","0","0","0","0","0.4","0","0","1.36","2.86","0.23","1.76","0.04","0","0","1106","421","896","0","184","0","0.19","0.04","1.1","1.3","2.3","3.4","0.8","0.1","0","41","0.3","1","383","199","101","28","142","1.6","0","1.6","0.14","0.7","685","3","0.49","2","3.4","2.64","0","0.24","0","0","0","0","15.25","16.91","0","3.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
